month,season,genre1,genre2,genre3,genre4,genre5
6,Summer,Drama,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,Thriller,#N/A,#N/A
6,Summer,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
6,Summer,SF,Thriller,#N/A,#N/A,#N/A
6,Summer,Comedy,Action,#N/A,#N/A,#N/A
6,Summer,Comedy,#N/A,#N/A,#N/A,#N/A
6,Summer,SF,Action,Thriller,#N/A,#N/A
6,Summer,Action,Drama,Comedy,#N/A,#N/A
6,Summer,Action,Adventure,Fantasy,SF,#N/A
6,Summer,Horror,Thriller,#N/A,#N/A,#N/A
6,Summer,Action,Drama,#N/A,#N/A,#N/A
6,Summer,Horror,#N/A,#N/A,#N/A,#N/A
6,Summer,SF,Action,Adventure,#N/A,#N/A
6,Summer,Action,SF,#N/A,#N/A,#N/A
6,Summer,Action,Drama,#N/A,#N/A,#N/A
6,Summer,Action,Noir,#N/A,#N/A,#N/A
6,Summer,Noir,Action,#N/A,#N/A,#N/A
6,Summer,Fantasy,Melodrama/Romance,#N/A,#N/A,#N/A
6,Summer,Drama,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,SF,Thriller,#N/A
6,Summer,Drama,Crime,#N/A,#N/A,#N/A
6,Summer,Action,Drama,Thriller,#N/A,#N/A
6,Summer,Drama,#N/A,#N/A,#N/A,#N/A
6,Summer,Mystery,Drama,#N/A,#N/A,#N/A
6,Summer,Thriller,Drama,#N/A,#N/A,#N/A
6,Summer,Adventure,Drama,#N/A,#N/A,#N/A
6,Summer,Comedy,Drama,#N/A,#N/A,#N/A
6,Summer,Horror,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,SF,#N/A,#N/A
6,Summer,Crime,Drama,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,Fantasy,#N/A,#N/A
6,Summer,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,#N/A,#N/A,#N/A
6,Summer,Action,Thriller,#N/A,#N/A,#N/A
6,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,Fantasy,SF,#N/A
6,Summer,Action,Adventure,SF,#N/A,#N/A
6,Summer,Drama,Adventure,Melodrama/Romance,#N/A,#N/A
6,Summer,Action,#N/A,#N/A,#N/A,#N/A
6,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Noir,#N/A,#N/A,#N/A
6,Summer,Action,Adventure,SF,#N/A,#N/A
6,Summer,Mystery,Action,#N/A,#N/A,#N/A
6,Summer,Comedy,Crime,#N/A,#N/A,#N/A
6,Summer,Action,Crime,#N/A,#N/A,#N/A
6,Summer,Drama,#N/A,#N/A,#N/A,#N/A
6,Summer,Comedy,#N/A,#N/A,#N/A,#N/A
6,Summer,Action,Crime,Drama,Thriller,#N/A
6,Summer,Action,Drama,#N/A,#N/A,#N/A
6,Summer,Action,Crime,Thriller,#N/A,#N/A
6,Summer,Action,Adventure,SF,#N/A,#N/A
6,Summer,Action,Comedy,SF,#N/A,#N/A
6,Summer,Horror,Mystery,Thriller,#N/A,#N/A
6,Summer,Crime,Thriller,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,SF,Thriller,#N/A
7,Summer,Drama,Crime,#N/A,#N/A,#N/A
7,Summer,Action,Thriller,#N/A,#N/A,#N/A
7,Summer,Fantasy,Melodrama/Romance,Thriller,#N/A,#N/A
7,Summer,Thriller,Drama,#N/A,#N/A,#N/A
7,Summer,Horror,Thriller,#N/A,#N/A,#N/A
7,Summer,Adventure,Fantasy,Mystery,#N/A,#N/A
7,Summer,Action,#N/A,#N/A,#N/A,#N/A
7,Summer,War,Drama,#N/A,#N/A,#N/A
7,Summer,Horror,Mystery,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,#N/A,#N/A,#N/A
7,Summer,Crime,Action,Drama,#N/A,#N/A
7,Summer,Action,Crime,Thriller,#N/A,#N/A
7,Summer,Drama,Adventure,#N/A,#N/A,#N/A
7,Summer,Mystery,Horror,#N/A,#N/A,#N/A
7,Summer,Horror,#N/A,#N/A,#N/A,#N/A
7,Summer,Thriller,Drama,#N/A,#N/A,#N/A
7,Summer,Crime,Action,Thriller,#N/A,#N/A
7,Summer,Action,Comedy,Crime,#N/A,#N/A
7,Summer,Action,SF,Adventure,#N/A,#N/A
7,Summer,Drama,Comedy,Action,#N/A,#N/A
7,Summer,SF,Action,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,#N/A,#N/A,#N/A
7,Summer,Action,Drama,#N/A,#N/A,#N/A
7,Summer,Action,#N/A,#N/A,#N/A,#N/A
7,Summer,Action,Drama,SF,Thriller,#N/A
7,Summer,Crime,Action,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,SF,#N/A,#N/A
7,Summer,Horror,Thriller,#N/A,#N/A,#N/A
7,Summer,Horror,#N/A,#N/A,#N/A,#N/A
7,Summer,Crime,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,Thriller,#N/A,#N/A
7,Summer,Action,Adventure,SF,Thriller,#N/A
7,Summer,Fantasy,Horror,#N/A,#N/A,#N/A
7,Summer,Horror,#N/A,#N/A,#N/A,#N/A
7,Summer,SF,Action,Comedy,#N/A,#N/A
7,Summer,Action,Thriller,#N/A,#N/A,#N/A
7,Summer,War,Drama,#N/A,#N/A,#N/A
7,Summer,Crime,Action,#N/A,#N/A,#N/A
7,Summer,Action,Thriller,#N/A,#N/A,#N/A
7,Summer,Comedy,Adventure,#N/A,#N/A,#N/A
7,Summer,Drama,Thriller,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,SF,#N/A,#N/A
7,Summer,Action,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Drama,Thriller,War,#N/A
7,Summer,Horror,Thriller,#N/A,#N/A,#N/A
7,Summer,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,Thriller,#N/A,#N/A
7,Summer,Action,Adventure,SF,#N/A,#N/A
7,Summer,Action,Crime,Drama,#N/A,#N/A
7,Summer,SF,Action,#N/A,#N/A,#N/A
7,Summer,Drama,#N/A,#N/A,#N/A,#N/A
7,Summer,Action,Comedy,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,Comedy,SF,#N/A
7,Summer,Mystery,Action,Fantasy,Horror,#N/A
7,Summer,Drama,#N/A,#N/A,#N/A,#N/A
7,Summer,Comedy,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Crime,Drama,#N/A,#N/A
8,Summer,Crime,Thriller,#N/A,#N/A,#N/A
8,Summer,Fantasy,Action,Adventure,Family,#N/A
8,Summer,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
8,Summer,Action,Horror,Thriller,#N/A,#N/A
8,Summer,Action,Adventure,Thriller,War,#N/A
8,Summer,SF,Thriller,Action,Adventure,#N/A
8,Summer,Horror,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,War,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,SF,#N/A,#N/A
8,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
8,Summer,SF,Action,Adventure,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,#N/A,#N/A,#N/A
